APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
2156025072,03/26/2017,Single Family,"18645 HATTERAS
TARZANA, CA 91356
(34.177125, -118.539904)",TARZANA,CA,91356,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618 ,619-862-0918
2024041014,01/04/2017,Single Family,"7030 N SAUSALITO AVE
LOS ANGELES, CA 91307
(34.198676, -118.616313)",LOS ANGELES,CA,91307,12,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2122005013,01/01/2017,Single Family,"6943 N JAMIESON AVE
LOS ANGELES, CA 91335
(34.196847, -118.521564)",LOS ANGELES,CA,91335,3,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437
2032026009,01/11/2017,Single Family,"24828 W EILAT ST
LOS ANGELES, CA 91367
(34.17724, -118.666287)",LOS ANGELES,CA,91367,3,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2118006022,01/03/2017,Single Family,"18715 W COVELLO ST
LOS ANGELES, CA 91335
(34.207464, -118.541004)",LOS ANGELES,CA,91335,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2116018119,01/01/2017,Single Family,"19347 W SHERMAN WAY
LOS ANGELES, CA 91335
(34.201162, -118.554565)",LOS ANGELES,CA,91335,3,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,NA,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437
2111008025,03/20/2017,Single Family,"7403 N REMMET AVE
LOS ANGELES, CA 91303
(34.204809, -118.600289)",LOS ANGELES,CA,91303,3,"Dovenmuehle Mortgage, Inc.",Eric Barber,866-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2160015018,01/03/2017,Single Family,"5440 N NESTLE AVE
LOS ANGELES, CA 91356
(34.169449, -118.529586)",LOS ANGELES,CA,91356,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2023014012,03/10/2017,Single Family,"22103 W RUNNYMEDE ST
LOS ANGELES, CA 91303
(34.205553, -118.60831)",LOS ANGELES,CA,91303,3,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2171018071,01/16/2017,Single Family,"4854 N DON PIO DR
LOS ANGELES, CA 91364
(34.156103, -118.604439)",LOS ANGELES,CA,91364,3,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013 ,818-636-9795
2129018010,01/25/2017,Single Family,"19150 W WELBY WAY
LOS ANGELES, CA 91335
(34.192944, -118.550954)",LOS ANGELES,CA,91335,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2022010019,03/09/2017,Single Family,"22664 W COHASSET ST
LOS ANGELES, CA 91307
(34.206713, -118.621106)",LOS ANGELES,CA,91307,12,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743
2130004002,01/18/2017,Single Family,"7114 N BOTHWELL RD
LOS ANGELES, CA 91335
(34.199787, -118.561215)",LOS ANGELES,CA,91335,3,REVERSE MORTGAGE SOLUTIONS,Josefina Martinez,832-606-5907,KMC Landscaping Services Inc.,Matt Cohick,42263  W 50 ST 127 Lancaster CA 93536 ,661-733-2822
2153023021,01/30/2017,Single Family,"6200 N CORBIN AVE
LOS ANGELES, CA 91356
(34.182695, -118.562244)",LOS ANGELES,CA,91356,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2156020129,01/03/2017,Single Family,"18723 W HATTERAS ST
LOS ANGELES, CA 91356
(34.177128, -118.541229)",LOS ANGELES,CA,91356,3,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2166010024,02/05/2017,Single Family,"20200 W DELITA DR
LOS ANGELES, CA 91364
(34.164049, -118.573847)",LOS ANGELES,CA,91364,3,bayview,Willie Walton,714-848-7920,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606 ,714-580-8567
2031002093,02/20/2017,Single Family,"6825 N VALLEY CIRCLE BLVD
LOS ANGELES, CA 91307
(34.195264, -118.6568)",LOS ANGELES,CA,91307,3,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,JSM ENTERPRISES,Mortgage Contracting,1091   7TH ST A CALMESA CA 92320 ,813-387-1100
2106028027,01/12/2017,Single Family,"8100 N WINNETKA AVE
LOS ANGELES, CA 91306
(34.216966, -118.571032)",LOS ANGELES,CA,91306,3,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
2123017018,02/09/2017,Single Family,"6372 N ENFIELD AVE
LOS ANGELES, CA 91316
(34.186026, -118.523778)",LOS ANGELES,CA,91316,5,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2162011196,01/19/2017,Single Family,"5343 YARMOUTH AVE
ENCINO, CA 91316
(34.168137, -118.520275)",ENCINO,CA,91316,5,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2027013002,01/18/2017,Single Family,"7210 N DARNOCH WAY
LOS ANGELES, CA 91307
(34.201279, -118.644573)",LOS ANGELES,CA,91307,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2113013101,01/03/2017,Single Family,"7344 N DE SOTO AVE
LOS ANGELES, CA 91303
(34.204197, -118.588478)",LOS ANGELES,CA,91303,3,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336 ,909-822-1706
2023028007,03/31/2017,Single Family,"22200 W WYANDOTTE ST
LOS ANGELES, CA 91303
(34.202847, -118.610545)",LOS ANGELES,CA,91303,3,"Fay Servicing, LLC",Jennifer Symolon,630-282-7513,Reinoso Properties,Analisa Reinoso,1146  N Central Ave 435 Glendale CA 91202 ,818-552-4393
2148025006,01/11/2017,Single Family,"6526 N GAZETTE AVE
LOS ANGELES, CA 91306
(34.189255, -118.587527)",LOS ANGELES,CA,91306,3,FCI Management,Joe Sedeno,800-931-2424,Andrew Nikeli,Andrew Nikeli,1039  W Barkley AVE  Orange CA 92868 ,714-408-1855
2167013014,02/24/2017,Single Family,"21007 W DUMETZ ROAD
LOS ANGELES, CA 91364
(34.158658, -118.590199)",LOS ANGELES,CA,91364,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2123023096,01/27/2017,Single Family,"18043 W DELANO ST
LOS ANGELES, CA 91316
(34.182969, -118.526189)",LOS ANGELES,CA,91316,5,"champion Mortgage Company Nationstar Mortgage LLC, DBA",Darryl Sanders,214-687-4188,Gallardo Excav,Fernando Gallardo,15465   Kennedy ST  Fontana CA 92336 ,909-822-1706
2042008087,03/13/2017,Multi-Family,"22821 W MARIANO ST
WOODLAND HILLS, CA 91367
(34.168294, -118.6241)",WOODLAND HILLS,CA,91367,3,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2157015011,01/01/2017,Single Family,"18350 W HATTERAS ST
LOS ANGELES, CA 91356
(34.177454, -118.532633)",LOS ANGELES,CA,91356,3,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2034019043,03/10/2017,Single Family,"6512 N SHELTONDALE AVE
LOS ANGELES, CA 91307
(34.188393, -118.652154)",LOS ANGELES,CA,91307,12,Nationstar Mortgage,Dawn Campos,888-456-0714,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2033006006,01/27/2017,Single Family,"23927 W MOBILE ST
LOS ANGELES, CA 91307
(34.187853, -118.647427)",LOS ANGELES,CA,91307,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2130027073,01/09/2017,Single Family,"19350 W SHERMAN WAY
LOS ANGELES, CA 91335
(34.201033, -118.55501)",LOS ANGELES,CA,91335,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
2126030003,01/24/2017,Single Family,"6729 N AMIGO AVE
LOS ANGELES, CA 91335
(34.192814, -118.538581)",LOS ANGELES,CA,91335,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2022017012,02/15/2017,Single Family,"7522 N CAPISTRANO AVE
LOS ANGELES, CA 91307
(34.206954, -118.617865)",LOS ANGELES,CA,91307,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2163014015,02/15/2017,Single Family,"5443 N TAMPA AVE
LOS ANGELES, CA 91356
(34.170274, -118.553457)",LOS ANGELES,CA,91356,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2116007012,01/18/2017,Single Family,"19509 W SATICOY ST
LOS ANGELES, CA 91335
(34.208358, -118.558356)",LOS ANGELES,CA,91335,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013 ,818-636-9795
2108011008,03/03/2017,Single Family,"20730 W ROSCOE BLVD
LOS ANGELES, CA 91306
(34.219983, -118.585296)",LOS ANGELES,CA,91306,3,PROPERTY MANAGEMENT GROUP,GARY GARET,818-350-2795,NULL,NULL,         ,NULL
2103022026,01/12/2017,Single Family,"18618 W ARMINTA ST
LOS ANGELES, CA 91335
(34.213831, -118.539036)",LOS ANGELES,CA,91335,3,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2044002018,02/20/2017,Single Family,"5442 N FENWOOD AVE
LOS ANGELES, CA 91367
(34.169642, -118.635344)",LOS ANGELES,CA,91367,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2036017020,01/12/2017,Single Family,"23351 W HAMLIN ST
LOS ANGELES, CA 91307
(34.189023, -118.63638)",LOS ANGELES,CA,91307,12,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2172026031,02/23/2017,Single Family,"4170 N SALTILLO ST
LOS ANGELES, CA 91364
(34.1455, -118.594736)",LOS ANGELES,CA,91364,3,FNMA,Stan Greco,805-750-7826,Stan Greco Property Management,Stan Greco,1805   Timberhill CT  Simi Valley CA 93063 ,805-750-7826
2116006071,01/02/2017,Single Family,"7465 N SHIRLEY AVE
LOS ANGELES, CA 91335
(34.206376, -118.557901)",LOS ANGELES,CA,91335,3,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,NA,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437
2027010010,01/06/2017,Single Family,"7248 N BERNADINE AVE
LOS ANGELES, CA 91307
(34.201859, -118.638646)",LOS ANGELES,CA,91307,12,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743
2148003008,01/03/2017,Single Family,"20619 W SKOURAS DR
LOS ANGELES, CA 91306
(34.192571, -118.582642)",LOS ANGELES,CA,91306,3,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2076008053,01/16/2017,Single Family,"4804 N EXCELENTE DR
LOS ANGELES, CA 91364
(34.156233, -118.616992)",LOS ANGELES,CA,91364,3,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2156029099,01/02/2017,Single Family,"18620 HATTERAS
TARZANA, CA 91356
(34.177123, -118.539335)",TARZANA,CA,91356,3,Deutsche Bank National Trust C/O Select Portfolio Servicing,NA NA,888-349-8964,NA,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010 ,213-804-7437
2159030004,01/09/2017,Single Family,"17717 W MIRANDA ST
LOS ANGELES, CA 91316
(34.174541, -118.519476)",LOS ANGELES,CA,91316,5,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
2125031011,01/30/2017,Single Family,"6926 N ETIWANDA AVE
LOS ANGELES, CA 91335
(34.196361, -118.531672)",LOS ANGELES,CA,91335,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2039017007,01/30/2017,Single Family,"6046 N FALLBROOK AVE
LOS ANGELES, CA 91367
(34.180513, -118.623346)",LOS ANGELES,CA,91367,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2047006025,01/05/2017,Single Family,"23631 W KIRUNA PL
LOS ANGELES, CA 91367
(34.167612, -118.642372)",LOS ANGELES,CA,91367,3,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743
2385024018,01/17/2017,Single Family,"4115 N MARY ELLEN AVE
LOS ANGELES, CA 91604
(34.144204, -118.419729)",LOS ANGELES,CA,91604,2,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2329005012,01/31/2017,Single Family,"13506 W GILMORE ST
LOS ANGELES, CA 91401
(34.187631, -118.427246)",LOS ANGELES,CA,91401,2,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2530020014,01/17/2017,Single Family,"11422 N ELDRIDGE AVE
LOS ANGELES, CA 91342
(34.277344, -118.380652)",LOS ANGELES,CA,91342,7,Nationstar Mortgage LLC,Code Compliance,888-480-2432,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611
2301008015,02/20/2017,Single Family,"8057 N GREENBUSH AVE
LOS ANGELES, CA 91402
(34.217509, -118.426711)",LOS ANGELES,CA,91402,6,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2226021019,01/31/2017,Single Family,"16755 W VALERIO ST
LOS ANGELES, CA 91406
(34.204779, -118.498239)",LOS ANGELES,CA,91406,6,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2308011007,03/01/2017,Single Family,"7862 N BABCOCK AVE
LOS ANGELES, CA 91605
(34.213906, -118.407328)",LOS ANGELES,CA,91605,2,Celink,Cory Daggett,866-654-0020,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336 ,909-822-1706
2502002089,03/24/2017,Single Family,"15151 W FOOTHILL BLVD
LOS ANGELES, CA 91342
(34.322813, -118.462463)",LOS ANGELES,CA,91342,7,The Money Source Inc.,Default Money Source,877-272-2149,SO CAL INSPECTORS INC.,SUZANNE PHILLIPS,9525   STEWART AND GARY RD  DOWNEY CA 90241 ,760-591-9244
2103022023,01/25/2017,Single Family,"18600 W ARMINTA ST
LOS ANGELES, CA 91335
(34.21383, -118.538441)",LOS ANGELES,CA,91335,3,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660 ,949-294-8778
2114020024,01/20/2017,Single Family,"20253 W KESWICK ST
LOS ANGELES, CA 91306
(34.209549, -118.574966)",LOS ANGELES,CA,91306,3,DITECH FINANCIAL LLC,NICOLE ARRETCHE,877-272-2149,So Cal Inspectors,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,877-242-2149
2287012064,01/02/2017,Single Family,"3418 N ALGINET DR
LOS ANGELES, CA 91436
(34.132058, -118.497231)",LOS ANGELES,CA,91436,5,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2565019014,01/19/2017,Single Family,"6940 W BECKETT ST
LOS ANGELES, CA 91042
(34.252842, -118.282144)",LOS ANGELES,CA,91042,7,"Trojan Capital Investment, LLC",Thanh Vo,877-684-9517,Trojan Capital Investments,Thanh Vo,2681   San Miguel Drive  316 Newport Beach CA 92660 ,877-684-9517
2289014021,01/09/2017,Single Family,"4453 N BALBOA AVE
LOS ANGELES, CA 91316
(34.152682, -118.504686)",LOS ANGELES,CA,91316,5,PennyMac Loan Services,Property Preserevation,866-695-4122,Safeguard Properties Inc.,Customer Service,7887   Safeguard Circle   Valley View OH 44125 ,800-852-8306
2341004015,02/17/2017,Single Family,"12635 W TIARA ST
LOS ANGELES, CA 91607
(34.178467, -118.408482)",LOS ANGELES,CA,91607,2,"DLJ Mortgage Capital, Inc. C/O Select Portfolio Servicing",NA NA,888-349-8964,NA,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2230017009,01/10/2017,Single Family,"17215 W HAYNES ST
LOS ANGELES, CA 91406
(34.189339, -118.508183)",LOS ANGELES,CA,91406,6,"PennyMac Loan Services, LLS",Jennifer Gordon,866-549-3583,Bron Inc,Eric Moore,41951   Remington AVE 150 Temecula CA 92590 ,951-428-2250
2532019021,02/01/2017,Single Family,"12660 W JUDD ST
LOS ANGELES, CA 91331
(34.279699, -118.40925)",LOS ANGELES,CA,91331,7,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611
2274024003,01/17/2017,Single Family,"3422 N GLORIETTA PL
LOS ANGELES, CA 91423
(34.133165, -118.445544)",LOS ANGELES,CA,91423,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
2503017038,03/20/2017,Single Family,"13814 W ORO GRANDE ST
LOS ANGELES, CA 91342
(34.316879, -118.434406)",LOS ANGELES,CA,91342,7,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405 ,800-468-1743
2264006128,03/14/2017,Single Family,"4665 N WILLIS AVE
LOS ANGELES, CA 91403
(34.155887, -118.455242)",LOS ANGELES,CA,91403,4,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
2202014015,03/08/2017,Single Family,"17343 W COHASSET ST
LOS ANGELES, CA 91406
(34.206585, -118.511741)",LOS ANGELES,CA,91406,6,"SETERUS, INC",KEVIN QUILLAN,877-272-2149,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241 ,760-591-9244
2163023013,01/20/2017,Single Family,"19052 W SANTA RITA ST
LOS ANGELES, CA 91356
(34.167668, -118.548429)",LOS ANGELES,CA,91356,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2023017017,01/03/2017,Single Family,"7516 N MOORCROFT AVE
LOS ANGELES, CA 91303
(34.207014, -118.611258)",LOS ANGELES,CA,91303,3,Selene Finance LP,Grace Wesson,951-428-2250,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
2359022001,01/09/2017,Single Family,"4758 N SUNNYSLOPE AVE
LOS ANGELES, CA 91423
(34.157384, -118.426876)",LOS ANGELES,CA,91423,4,Rushmore Loan Management Services,Enrique Orozco,786-319-1776,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078 ,760-736-0067
2507005017,01/31/2017,Single Family,"12468 N RALSTON AVE
LOS ANGELES, CA 91342
(34.296904, -118.452094)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2244020012,02/17/2017,Single Family,"5759 N CEDROS AVE
VAN NUYS, CA 91411
(34.175591, -118.453064)",VAN NUYS,CA,91411,4,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,NA,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2217031047,03/27/2017,Single Family,"7320 N LENNOX AVE
VAN NUYS, CA 91406
(34.203681, -118.445959)",VAN NUYS,CA,91406,2,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2532023053,01/31/2017,Single Family,"11377 N DRONFIELD TER
LOS ANGELES, CA 91331
(34.27753, -118.402277)",LOS ANGELES,CA,91331,7,Caliber Home Loans,N/A N/A,214-874-4982,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,818-406-3611
2259006009,01/27/2017,Single Family,"16718 W ADDISON ST
LOS ANGELES, CA 91436
(34.163537, -118.497432)",LOS ANGELES,CA,91436,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2543027004,01/18/2017,Single Family,"9995 N WORNOM AVE
LOS ANGELES, CA 91040
(34.252054, -118.35242)",LOS ANGELES,CA,91040,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2221016012,02/27/2017,Single Family,"15122 W LEADWELL ST
VAN NUYS, CA 91405
(34.203908, -118.462508)",VAN NUYS,CA,91405,6,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2182021006,01/25/2017,Single Family,"4615 N ALONZO AVE
LOS ANGELES, CA 91316
(34.153801, -118.520224)",LOS ANGELES,CA,91316,5,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
2242014023,01/05/2017,Single Family,"6260 N COLUMBUS AVE
VAN NUYS, CA 91411
(34.184348, -118.464003)",VAN NUYS,CA,91411,6,Nationstar Mortgage,Dawn Campos,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405 ,877-339-8202
